439
1 5
660.0 112.0 2005
667.0 120.0 2048
679.0 135.0 2071
709.0 166.0 2105
352 10
520.0 11.0 1908
541.0 52.0 1949
563.0 67.0 1973
588.0 91.0 1998
605.0 105.0 2024
622.0 131.0 2053
642.0 156.0 2078
656.0 175.0 2101
683.0 190.0 2127
712.0 219.0 2154
353 9
559.0 13.0 1959
590.0 54.0 1995
609.0 79.0 2015
626.0 97.0 2034
644.0 123.0 2055
654.0 137.0 2076
675.0 149.0 2097
692.0 165.0 2122
712.0 186.0 2147
354 19
501.0 43.0 2833
530.0 65.0 2857
558.0 80.0 2879
577.0 107.0 2903
578.0 141.0 2934
573.0 167.0 2961
572.0 199.0 2987
559.0 221.0 3014
562.0 232.0 3059
553.0 236.0 3200
552.0 247.0 3226
553.0 260.0 3267
567.0 274.0 3291
593.0 290.0 3313
614.0 304.0 3336
640.0 330.0 3358
658.0 351.0 3378
682.0 383.0 3403
713.0 420.0 3434
355 20
537.0 45.0 2897
562.0 68.0 2923
584.0 90.0 2950
589.0 118.0 2980
594.0 148.0 3010
584.0 172.0 3045
574.0 187.0 3068
556.0 201.0 3095
547.0 211.0 3211
536.0 231.0 3231
532.0 251.0 3256
531.0 281.0 3282
548.0 284.0 3309
567.0 290.0 3332
602.0 316.0 3357
624.0 345.0 3380
651.0 380.0 3404
661.0 418.0 3430
701.0 459.0 3463
719.0 483.0 3479
356 6
493.0 58.0 2897
523.0 61.0 2927
548.0 62.0 2956
566.0 66.0 2990
601.0 61.0 3026
635.0 50.0 3065
357 7
517.0 46.0 2897
546.0 49.0 2932
563.0 43.0 2968
589.0 48.0 3001
620.0 40.0 3034
657.0 35.0 3059
693.0 27.0 3082
358 11
571.0 52.0 3439
576.0 68.0 3465
578.0 85.0 3493
583.0 97.0 3518
589.0 103.0 3558
594.0 110.0 3682
599.0 112.0 3720
581.0 91.0 3744
566.0 71.0 3772
558.0 45.0 3795
549.0 13.0 3834
359 10
538.0 9.0 3441
555.0 51.0 3474
557.0 86.0 3494
558.0 129.0 3518
572.0 178.0 3539
588.0 225.0 3560
613.0 277.0 3581
628.0 326.0 3602
653.0 381.0 3624
708.0 449.0 3647
360 21
680.0 57.0 3691
658.0 87.0 3719
646.0 115.0 3741
623.0 152.0 3766
592.0 178.0 3790
568.0 205.0 3812
544.0 219.0 3831
522.0 223.0 3853
500.0 226.0 3879
471.0 240.0 3898
430.0 245.0 3919
365.0 250.0 3944
328.0 249.0 3966
303.0 255.0 3987
288.0 250.0 4029
238.0 251.0 4054
188.0 249.0 4076
148.0 259.0 4098
106.0 270.0 4126
66.0 284.0 4152
18.0 298.0 4182
361 19
650.0 62.0 3709
642.0 87.0 3731
628.0 111.0 3751
609.0 142.0 3773
593.0 158.0 3794
555.0 184.0 3818
543.0 195.0 3841
536.0 217.0 3860
520.0 226.0 3920
484.0 232.0 3941
443.0 231.0 3964
381.0 234.0 3993
325.0 227.0 4017
264.0 222.0 4040
207.0 223.0 4066
167.0 225.0 4091
110.0 235.0 4126
66.0 252.0 4160
17.0 267.0 4191
362 28
686.0 51.0 3889
685.0 77.0 3922
685.0 105.0 3956
681.0 130.0 3991
672.0 141.0 4030
657.0 157.0 4071
637.0 172.0 4107
610.0 179.0 4146
569.0 189.0 4180
535.0 195.0 4215
494.0 198.0 4249
458.0 200.0 4286
422.0 210.0 4320
380.0 211.0 4354
340.0 213.0 4392
296.0 215.0 4429
256.0 219.0 4467
235.0 221.0 4500
225.0 227.0 4559
215.0 231.0 4732
204.0 206.0 4763
195.0 184.0 4792
188.0 154.0 4829
193.0 127.0 4860
183.0 94.0 4891
159.0 73.0 4919
129.0 52.0 4951
50.0 9.0 5019
363 27
708.0 59.0 3899
706.0 95.0 3942
703.0 126.0 3983
694.0 142.0 4017
686.0 160.0 4052
672.0 178.0 4082
653.0 193.0 4112
620.0 204.0 4147
581.0 211.0 4178
542.0 215.0 4214
505.0 218.0 4251
466.0 223.0 4286
432.0 230.0 4319
388.0 230.0 4356
351.0 234.0 4388
306.0 239.0 4425
265.0 245.0 4462
240.0 242.0 4503
245.0 228.0 4718
238.0 210.0 4745
224.0 174.0 4778
209.0 154.0 4805
209.0 137.0 4838
208.0 101.0 4871
191.0 74.0 4901
158.0 45.0 4934
104.0 14.0 4988
364 18
682.0 52.0 3959
686.0 69.0 3987
675.0 89.0 4016
654.0 124.0 4042
623.0 144.0 4074
583.0 161.0 4104
547.0 174.0 4134
509.0 185.0 4162
464.0 195.0 4192
411.0 205.0 4222
365.0 224.0 4249
316.0 227.0 4276
256.0 228.0 4306
203.0 229.0 4333
149.0 229.0 4363
108.0 241.0 4396
65.0 252.0 4430
10.0 258.0 4468
365 6
539.0 39.0 4421
563.0 42.0 4452
601.0 48.0 4477
638.0 61.0 4503
681.0 79.0 4531
710.0 106.0 4555
366 14
703.0 13.0 4505
668.0 53.0 4541
645.0 77.0 4564
623.0 106.0 4585
592.0 137.0 4608
553.0 169.0 4632
500.0 196.0 4656
443.0 220.0 4680
393.0 252.0 4704
316.0 275.0 4731
234.0 286.0 4758
168.0 285.0 4782
100.0 286.0 4810
17.0 286.0 4844
367 7
587.0 12.0 4531
615.0 51.0 4585
635.0 81.0 4607
659.0 94.0 4629
682.0 116.0 4654
700.0 147.0 4677
725.0 168.0 4697
368 5
612.0 5.0 4562
646.0 50.0 4598
662.0 70.0 4622
683.0 87.0 4644
709.0 114.0 4670
369 4
646.0 7.0 4775
663.0 54.0 4800
683.0 86.0 4816
707.0 118.0 4832
370 4
594.0 6.0 4816
644.0 52.0 4868
678.0 75.0 4889
705.0 94.0 4925
371 12
491.0 51.0 4908
490.0 66.0 4943
491.0 98.0 4978
523.0 97.0 5007
556.0 104.0 5035
596.0 98.0 5061
625.0 84.0 5086
634.0 75.0 5112
628.0 68.0 5163
640.0 56.0 5202
669.0 42.0 5233
711.0 40.0 5288
372 6
545.0 35.0 5053
581.0 50.0 5088
611.0 55.0 5117
639.0 50.0 5145
667.0 68.0 5167
711.0 77.0 5208
373 4
616.0 28.0 5119
654.0 40.0 5144
683.0 54.0 5167
715.0 65.0 5193
374 8
575.0 35.0 5035
599.0 40.0 5061
622.0 48.0 5083
643.0 53.0 5103
662.0 73.0 5124
684.0 81.0 5148
695.0 81.0 5177
715.0 88.0 5201
375 9
663.0 15.0 5137
641.0 24.0 5159
603.0 52.0 5207
598.0 70.0 5228
589.0 73.0 5254
579.0 81.0 5316
569.0 98.0 5343
558.0 119.0 5369
564.0 131.0 5399
376 49
671.0 85.0 1154
673.0 90.0 1220
676.0 93.0 1241
672.0 102.0 1271
666.0 116.0 1294
666.0 136.0 1319
674.0 156.0 1349
678.0 178.0 1379
684.0 187.0 1410
682.0 202.0 1520
678.0 209.0 1816
678.0 209.0 1900
678.0 209.0 2000
678.0 209.0 2100
670.0 214.0 2157
647.0 222.0 2181
626.0 225.0 2206
587.0 217.0 2236
559.0 210.0 2265
545.0 210.0 2290
524.0 210.0 2338
518.0 212.0 2428
497.0 214.0 2453
474.0 215.0 2479
455.0 213.0 2507
433.0 215.0 2544
408.0 222.0 2583
389.0 229.0 2613
364.0 236.0 2644
364.0 236.0 2700
364.0 236.0 2800
358.0 242.0 2884
347.0 248.0 2911
327.0 253.0 2935
303.0 260.0 2962
284.0 263.0 2989
262.0 267.0 3019
246.0 263.0 3064
244.0 244.0 3088
235.0 222.0 3114
225.0 195.0 3142
218.0 165.0 3172
214.0 129.0 3207
198.0 105.0 3243
181.0 78.0 3278
154.0 60.0 3312
128.0 48.0 3341
91.0 29.0 3397
71.0 5.0 3441
377 17
627.0 52.0 2163
617.0 70.0 2183
602.0 101.0 2202
603.0 129.0 2222
615.0 156.0 2243
621.0 197.0 2265
608.0 241.0 2284
557.0 268.0 2303
509.0 290.0 2322
467.0 287.0 2340
392.0 261.0 2358
320.0 234.0 2379
255.0 219.0 2398
191.0 219.0 2419
123.0 231.0 2439
73.0 254.0 2460
23.0 247.0 2481
378 7
705.0 130.0 2135
677.0 119.0 2160
647.0 110.0 2188
627.0 91.0 2220
610.0 70.0 2249
574.0 52.0 2296
572.0 30.0 2337
379 6
706.0 108.0 2148
672.0 93.0 2177
652.0 76.0 2206
632.0 65.0 2236
614.0 51.0 2277
588.0 11.0 2362
380 8
707.0 161.0 2309
672.0 140.0 2330
651.0 126.0 2354
619.0 99.0 2378
600.0 81.0 2401
586.0 67.0 2418
569.0 43.0 2438
546.0 16.0 2516
381 9
709.0 191.0 2314
672.0 170.0 2340
645.0 156.0 2362
629.0 138.0 2384
598.0 122.0 2410
575.0 97.0 2433
557.0 76.0 2456
547.0 53.0 2489
513.0 12.0 2537
382 8
706.0 133.0 2354
674.0 123.0 2380
660.0 115.0 2400
638.0 101.0 2417
613.0 82.0 2441
603.0 63.0 2462
594.0 48.0 2495
554.0 12.0 2567
383 9
704.0 157.0 2354
672.0 147.0 2376
643.0 129.0 2403
615.0 108.0 2427
592.0 92.0 2454
577.0 71.0 2482
560.0 51.0 2514
549.0 35.0 2537
528.0 9.0 2581
384 8
713.0 279.0 2346
699.0 392.0 2404
685.0 431.0 2428
674.0 480.0 2449
684.0 510.0 2471
680.0 545.0 2494
669.0 548.0 2512
698.0 541.0 2543
385 4
722.0 417.0 2397
699.0 460.0 2421
697.0 500.0 2438
707.0 530.0 2451
386 10
723.0 481.0 2484
700.0 338.0 2568
690.0 287.0 2602
690.0 245.0 2631
687.0 210.0 2658
688.0 178.0 2683
695.0 151.0 2708
702.0 129.0 2737
706.0 110.0 2771
714.0 102.0 2825
387 8
706.0 178.0 2983
671.0 155.0 3005
648.0 127.0 3034
624.0 113.0 3056
595.0 93.0 3082
574.0 70.0 3106
557.0 46.0 3136
536.0 6.0 3174
388 7
709.0 190.0 3003
680.0 154.0 3031
660.0 126.0 3056
635.0 95.0 3081
609.0 73.0 3111
590.0 48.0 3143
589.0 7.0 3190
389 9
712.0 166.0 3035
680.0 164.0 3057
641.0 157.0 3081
611.0 137.0 3105
584.0 116.0 3129
569.0 84.0 3153
551.0 73.0 3176
528.0 50.0 3201
524.0 7.0 3255
390 7
674.0 93.0 3035
669.0 100.0 3062
668.0 122.0 3087
667.0 139.0 3113
675.0 167.0 3137
692.0 193.0 3158
707.0 218.0 3180
391 16
660.0 68.0 3035
669.0 80.0 3082
679.0 94.0 3101
677.0 113.0 3121
670.0 144.0 3146
667.0 168.0 3171
666.0 184.0 3194
666.0 203.0 3219
676.0 224.0 3239
683.0 245.0 3265
686.0 255.0 3293
683.0 279.0 3321
683.0 312.0 3346
692.0 342.0 3372
699.0 366.0 3399
705.0 390.0 3438
392 11
692.0 84.0 3047
692.0 106.0 3080
692.0 124.0 3105
693.0 135.0 3134
689.0 154.0 3162
689.0 186.0 3188
695.0 208.0 3218
704.0 229.0 3246
703.0 263.0 3278
707.0 283.0 3307
714.0 350.0 3377
393 10
708.0 167.0 3248
679.0 141.0 3277
655.0 134.0 3301
624.0 124.0 3327
616.0 110.0 3354
599.0 86.0 3388
599.0 70.0 3419
596.0 56.0 3450
571.0 37.0 3500
539.0 22.0 3555
394 8
710.0 130.0 3265
686.0 107.0 3292
669.0 83.0 3318
652.0 66.0 3341
629.0 54.0 3371
616.0 45.0 3392
592.0 39.0 3423
559.0 9.0 3474
395 11
709.0 174.0 3274
688.0 162.0 3290
666.0 150.0 3311
637.0 141.0 3331
619.0 136.0 3352
592.0 120.0 3376
578.0 102.0 3397
559.0 80.0 3423
545.0 65.0 3448
531.0 45.0 3484
511.0 23.0 3541
396 17
712.0 127.0 3296
689.0 146.0 3318
673.0 171.0 3339
634.0 189.0 3362
579.0 196.0 3383
522.0 198.0 3404
466.0 209.0 3428
397.0 219.0 3453
330.0 222.0 3475
273.0 228.0 3499
241.0 223.0 3516
186.0 235.0 3540
152.0 233.0 3561
138.0 244.0 3586
117.0 272.0 3605
67.0 282.0 3627
17.0 297.0 3643
397 4
717.0 322.0 3459
701.0 174.0 3557
698.0 130.0 3587
717.0 112.0 3606
398 6
711.0 73.0 3718
679.0 59.0 3738
636.0 48.0 3762
607.0 45.0 3786
588.0 31.0 3817
583.0 5.0 3842
399 10
707.0 167.0 3718
668.0 161.0 3739
657.0 161.0 3757
643.0 156.0 3778
632.0 138.0 3803
612.0 118.0 3831
601.0 97.0 3859
595.0 77.0 3886
587.0 51.0 3915
569.0 11.0 3989
400 7
708.0 156.0 4508
670.0 133.0 4531
633.0 109.0 4554
594.0 100.0 4578
553.0 85.0 4601
511.0 72.0 4628
480.0 42.0 4654
401 10
706.0 152.0 4584
672.0 144.0 4606
650.0 140.0 4626
614.0 138.0 4648
581.0 125.0 4672
549.0 105.0 4695
527.0 88.0 4723
497.0 67.0 4755
480.0 60.0 4784
467.0 46.0 4811
402 10
709.0 136.0 4611
682.0 131.0 4634
650.0 125.0 4656
613.0 116.0 4681
573.0 109.0 4707
544.0 92.0 4733
518.0 79.0 4770
491.0 74.0 4794
462.0 66.0 4826
449.0 56.0 4857
403 4
709.0 97.0 5025
676.0 76.0 5049
645.0 49.0 5077
599.0 5.0 5122
404 9
711.0 130.0 5173
669.0 116.0 5192
636.0 106.0 5212
604.0 96.0 5230
579.0 92.0 5246
559.0 84.0 5267
545.0 62.0 5289
540.0 44.0 5314
533.0 26.0 5371
405 7
707.0 121.0 5198
669.0 112.0 5218
649.0 92.0 5239
619.0 68.0 5264
591.0 53.0 5286
560.0 45.0 5314
548.0 40.0 5368
406 6
704.0 132.0 5265
673.0 114.0 5289
640.0 107.0 5315
614.0 120.0 5338
594.0 144.0 5361
572.0 170.0 5386
407 4
705.0 126.0 5324
679.0 88.0 5346
641.0 65.0 5371
620.0 41.0 5393
408 3
700.0 149.0 5363
670.0 132.0 5382
636.0 106.0 5403
409 9
537.0 386.0 0
527.0 403.0 29
506.0 413.0 54
485.0 423.0 78
468.0 438.0 102
450.0 458.0 125
426.0 458.0 153
413.0 460.0 184
402.0 464.0 232
410 10
283.0 573.0 431
271.0 548.0 466
246.0 524.0 493
213.0 525.0 515
174.0 525.0 539
143.0 542.0 563
127.0 564.0 623
130.0 577.0 868
161.0 581.0 895
190.0 576.0 921
411 21
402.0 464.0 232
402.0 464.0 347
410.0 468.0 463
394.0 456.0 506
383.0 441.0 546
389.0 424.0 587
395.0 420.0 607
422.0 409.0 649
446.0 397.0 680
466.0 362.0 718
482.0 338.0 750
501.0 310.0 778
527.0 296.0 804
541.0 266.0 832
557.0 243.0 858
583.0 223.0 885
611.0 211.0 911
631.0 207.0 930
651.0 208.0 946
685.0 213.0 966
710.0 214.0 984
412 17
364.0 464.0 0
364.0 464.0 370
364.0 464.0 741
364.0 464.0 1111
364.0 464.0 1296
364.0 464.0 1400
364.0 464.0 1482
330.0 462.0 1514
288.0 444.0 1541
243.0 429.0 1568
213.0 412.0 1594
193.0 406.0 1647
174.0 398.0 1674
141.0 403.0 1694
102.0 407.0 1719
55.0 415.0 1739
12.0 424.0 1765
413 18
386.0 512.0 0
386.0 512.0 248
386.0 512.0 496
386.0 512.0 745
386.0 512.0 993
386.0 512.0 1241
386.0 512.0 1400
386.0 512.0 1490
339.0 493.0 1522
300.0 464.0 1552
262.0 449.0 1578
239.0 435.0 1610
225.0 430.0 1650
193.0 426.0 1671
157.0 425.0 1694
123.0 432.0 1717
68.0 433.0 1749
20.0 433.0 1790
414 17
338.0 507.0 0
338.0 507.0 248
338.0 507.0 496
338.0 507.0 745
338.0 507.0 993
338.0 507.0 1241
338.0 507.0 1400
338.0 507.0 1490
298.0 482.0 1520
254.0 466.0 1547
233.0 454.0 1576
202.0 434.0 1623
173.0 421.0 1648
128.0 414.0 1674
92.0 425.0 1701
47.0 438.0 1724
10.0 456.0 1749
415 10
236.0 578.0 3274
243.0 554.0 3298
247.0 513.0 3319
245.0 483.0 3340
230.0 460.0 3361
194.0 423.0 3385
159.0 393.0 3408
126.0 365.0 3433
86.0 362.0 3459
14.0 369.0 3498
416 12
274.0 580.0 3274
277.0 562.0 3299
278.0 532.0 3318
272.0 486.0 3338
263.0 450.0 3360
230.0 409.0 3381
193.0 380.0 3402
159.0 353.0 3425
130.0 330.0 3448
91.0 321.0 3472
51.0 326.0 3494
7.0 336.0 3510
417 10
393.0 340.0 4295
406.0 354.0 4319
439.0 369.0 4346
476.0 389.0 4376
523.0 404.0 4400
575.0 421.0 4434
631.0 423.0 4466
656.0 422.0 4490
681.0 430.0 4510
710.0 445.0 4538
418 10
363.0 360.0 4295
377.0 365.0 4326
397.0 373.0 4352
432.0 386.0 4373
469.0 419.0 4395
514.0 443.0 4416
560.0 471.0 4439
597.0 506.0 4458
646.0 523.0 4477
715.0 558.0 4509
419 12
547.0 505.0 0
547.0 505.0 119
547.0 505.0 238
554.0 502.0 271
568.0 491.0 302
589.0 479.0 330
634.0 458.0 354
661.0 434.0 375
675.0 403.0 397
688.0 360.0 422
700.0 321.0 447
711.0 286.0 476
420 13
524.0 463.0 0
524.0 463.0 119
524.0 463.0 238
540.0 457.0 265
567.0 463.0 296
593.0 447.0 322
624.0 427.0 347
651.0 399.0 373
658.0 363.0 401
654.0 334.0 427
669.0 299.0 452
677.0 273.0 479
703.0 241.0 517
421 23
559.0 334.0 0
559.0 334.0 404
559.0 334.0 808
559.0 334.0 1224
559.0 334.0 1420
541.0 353.0 1616
518.0 363.0 1643
487.0 373.0 1670
478.0 376.0 1703
440.0 383.0 1732
397.0 388.0 1760
342.0 391.0 1783
298.0 390.0 1803
260.0 388.0 1824
211.0 377.0 1847
171.0 370.0 1870
148.0 375.0 1899
123.0 370.0 1921
105.0 374.0 1958
86.0 374.0 1992
64.0 376.0 2026
41.0 365.0 2061
14.0 355.0 2089
422 20
583.0 360.0 0
583.0 360.0 404
583.0 360.0 808
583.0 360.0 1224
563.0 364.0 1616
549.0 357.0 1656
517.0 356.0 1686
485.0 352.0 1707
450.0 351.0 1733
407.0 353.0 1755
354.0 354.0 1782
307.0 364.0 1804
260.0 354.0 1827
208.0 352.0 1849
164.0 344.0 1876
131.0 346.0 1905
110.0 351.0 1948
72.0 355.0 1992
43.0 353.0 2020
9.0 355.0 2054
423 21
595.0 321.0 0
595.0 321.0 416
595.0 321.0 833
595.0 321.0 1250
595.0 321.0 1458
546.0 322.0 1667
530.0 323.0 1701
512.0 331.0 1724
489.0 350.0 1744
434.0 352.0 1770
392.0 345.0 1793
343.0 340.0 1818
294.0 338.0 1842
245.0 355.0 1868
209.0 369.0 1889
171.0 379.0 1912
142.0 358.0 1938
126.0 342.0 1969
97.0 340.0 2007
51.0 337.0 2040
19.0 333.0 2081
424 9
561.0 407.0 1726
569.0 412.0 1780
581.0 416.0 1799
613.0 412.0 1824
639.0 417.0 1846
649.0 433.0 1869
673.0 467.0 1893
689.0 519.0 1915
713.0 544.0 1935
425 27
617.0 389.0 0
617.0 389.0 100
617.0 389.0 200
617.0 389.0 230
610.0 401.0 260
610.0 401.0 470
610.0 401.0 678
610.0 401.0 888
610.0 401.0 1097
610.0 401.0 1307
610.0 401.0 1516
610.0 401.0 1726
595.0 398.0 1776
579.0 382.0 1804
540.0 368.0 1829
491.0 354.0 1858
446.0 347.0 1883
390.0 328.0 1907
340.0 313.0 1932
295.0 299.0 1958
249.0 291.0 1983
206.0 289.0 2005
166.0 291.0 2029
125.0 294.0 2058
86.0 296.0 2085
48.0 290.0 2111
13.0 280.0 2138
426 14
580.0 338.0 1726
551.0 347.0 1749
528.0 353.0 1775
495.0 348.0 1801
441.0 343.0 1829
389.0 320.0 1855
348.0 317.0 1882
291.0 338.0 1911
260.0 360.0 1934
208.0 352.0 1961
151.0 330.0 2001
98.0 322.0 2036
66.0 311.0 2062
16.0 300.0 2100
427 11
540.0 129.0 900
540.0 129.0 1100
540.0 129.0 1300
540.0 129.0 1500
540.0 129.0 1700
540.0 129.0 1900
540.0 129.0 2000
540.0 129.0 2029
551.0 93.0 2060
556.0 49.0 2091
559.0 18.0 2116
428 12
563.0 136.0 900
563.0 136.0 1100
563.0 136.0 1300
563.0 136.0 1500
563.0 136.0 1700
563.0 136.0 1800
563.0 136.0 2000
563.0 136.0 2029
556.0 128.0 2063
556.0 95.0 2088
556.0 54.0 2119
542.0 9.0 2152
429 11
578.0 126.0 1500
578.0 126.0 1600
578.0 126.0 1700
578.0 126.0 1800
578.0 126.0 1900
578.0 126.0 2000
578.0 126.0 2029
582.0 114.0 2053
583.0 97.0 2078
576.0 52.0 2115
562.0 8.0 2148
430 9
452.0 161.0 3839
466.0 165.0 3870
485.0 170.0 3892
495.0 183.0 3919
517.0 190.0 3947
542.0 190.0 3970
586.0 195.0 3991
630.0 197.0 4010
710.0 223.0 4042
431 8
438.0 168.0 3876
456.0 182.0 3903
473.0 191.0 3931
501.0 214.0 3949
531.0 223.0 3967
588.0 248.0 3987
651.0 249.0 4009
710.0 249.0 4033
432 18
436.0 197.0 3897
421.0 199.0 3946
398.0 195.0 3970
379.0 195.0 3993
353.0 207.0 4021
319.0 209.0 4044
305.0 213.0 4071
292.0 211.0 4108
310.0 207.0 4229
336.0 207.0 4247
365.0 187.0 4266
398.0 176.0 4285
436.0 153.0 4305
477.0 134.0 4325
504.0 114.0 4346
529.0 85.0 4370
556.0 57.0 4399
575.0 3.0 4435
433 9
529.0 299.0 4757
531.0 320.0 4783
535.0 362.0 4805
566.0 377.0 4826
608.0 423.0 4848
625.0 473.0 4867
653.0 501.0 4883
683.0 540.0 4901
708.0 558.0 4921
434 17
512.0 304.0 5051
509.0 323.0 5069
516.0 357.0 5087
546.0 398.0 5107
591.0 452.0 5131
628.0 490.0 5149
662.0 523.0 5166
699.0 556.0 5188
690.0 556.0 5219
665.0 508.0 5237
626.0 455.0 5260
592.0 416.0 5282
562.0 381.0 5302
549.0 372.0 5320
523.0 362.0 5341
511.0 354.0 5365
499.0 333.0 5393
435 2
138.0 470.0 0
138.0 470.0 5405
436 2
145.0 456.0 0
145.0 456.0 5405
437 24
79.0 216.0 0
79.0 216.0 100
79.0 216.0 160
38.0 212.0 201
42.0 208.0 208
42.0 208.0 300
42.0 208.0 400
42.0 208.0 500
42.0 208.0 550
62.0 205.0 600
65.0 217.0 650
66.0 219.0 711
66.0 219.0 800
66.0 219.0 1000
66.0 219.0 1200
66.0 219.0 1400
66.0 219.0 1600
66.0 219.0 1800
66.0 219.0 2000
66.0 219.0 2500
66.0 219.0 3000
66.0 219.0 4000
66.0 219.0 5000
66.0 219.0 5405
438 2
109.0 182.0 0
109.0 182.0 5405
439 2
78.0 187.0 0
78.0 187.0 5405
